9436 26848
3239 7243 175
1417 8343 434
7169 2732 -235
5099 6729 323
4256 4329 -119
6604 6778 -603
4032 4089 391
8266 1290 977
4517 4377 -756
5550 4389 681
9055 1848 -719
4551 6099 -44
1903 452 263
1532 8897 552
2771 5048 637
8219 597 -551
3050 8624 38
3627 7333 -365
4565 8797 -190
6660 4998 671
5787 6742 315
1346 8260 -688
7848 6092 11
5811 6019 -229
2645 4250 724
7814 988 -536
8982 4154 148
8808 3203 -745
366 8138 -19
2956 9292 -775
1318 7028 34
3 4635 -35
4335 5260 -746
5945 2786 338
8021 8574 -872
8341 5591 988
4443 1164 -700
4284 6754 925
8740 5428 695
2362 7331 622
2454 984 -461
5503 5383 -999
5053 4712 -469
5633 4287 -447
3823 1524 126
1862 4760 235
923 835 354
5189 3203 -364
1505 3798 617
5694 8919 -354
4703 3329 915
8308 7304 677
340 8495 121
680 7195 939
3385 359 -859
150 9018 -673
2513 17 130
3044 2693 32
8403 5683 -945
6532 8516 195
4804 351 -25
5973 4900 473
281 5284 -957
5763 9248 -669
7985 3633 -21
8668 6989 -839
4633 3333 745
4893 8177 -693
855 2165 325
769 3278 -447
3387 3449 375
2724 720 -116
6720 5522 27
6373 4935 982
3891 5536 -491
3591 5595 -164
4409 147 -491
7095 1218 -235
819 2420 -282
6487 8796 519
126 419 702
5580 845 -468
8408 3566 53
1654 9041 -946
5717 4511 -875
6180 6265 380
1859 5445 -985
7901 7419 -112
1076 7540 331
3257 6397 -369
2004 2877 -601
2018 5712 -841
4821 6393 -526
6868 3304 123
2354 6148 199
3350 6015 -420
8183 7715 -188
7312 472 -664
1460 151 846
6431 286 -831
2502 3028 -931
4621 3832 929
8245 5063 -21
5024 6648 931
6194 391 -823
6566 6847 172
5452 484 843
3092 6727 58
3720 3218 316
7680 1852 -848
2357 8664 900
719 1766 499
3398 3385 -413
3646 9341 680
1574 5359 -951
7142 7844 638
1946 3407 -391
2183 788 610
824 9403 443
1732 4405 550
8354 7635 158
4795 2779 623
1546 7576 197
6594 8884 -730
1533 6941 -217
3707 357 -725
6736 1878 -79
5094 6978 132
3834 5770 -77
8488 8319 613
1171 6592 309
4558 4843 -853
888 6857 -512
2479 8891 853
3972 4251 693
814 6477 71
6425 779 809
907 5776 -229
2077 4568 439
9328 2069 -313
8202 3203 -656
1133 7376 326
7768 6801 -85
6048 3979 -327
6977 3771 399
5680 5036 900
4284 8526 751
2141 548 -96
8163 7235 -137
3484 7150 888
2457 7803 777
2559 2200 761
8077 4611 151
5216 2760 -68
82 6077 595
2245 2546 -96
3116 1545 -81
7957 7354 68
3217 5100 -839
6917 3448 -51
8022 5744 582
8199 6055 523
5157 1467 -277
8218 2774 384
1047 2876 -855
975 7334 -315
7963 5947 -633
4037 6952 994
6381 2477 -801
5434 730 670
4232 6881 -197
5134 2252 372
6230 6539 533
83 7078 -583
1673 7821 554
8588 1594 832
6003 899 941
4872 2448 361
5334 9022 -578
8433 7255 98
2264 3339 644
466 6799 -340
6121 6634 -53
3277 3337 104
1272 2928 -857
3156 9247 -472
8450 4480 648
3308 4624 503
3731 5349 482
2282 6522 128
3500 1348 528
462 2963 -668
551 2070 -318
6240 5513 950
2620 1872 -737
8561 5552 888
8806 8085 199
8693 8281 -448
4751 241 -403
4888 2218 -813
811 2468 -630
2073 8952 -873
1227 1073 636
5582 2074 135
1203 365 597
8295 6945 851
6133 1101 -412
3879 2763 599
1187 3773 316
2789 1556 968
9087 5105 -773
6922 5480 498
8182 1994 -999
8170 7606 -840
5337 7031 -755
8131 7294 -538
5041 3907 453
6937 7924 513
5728 4177 363
948 6783 497
6878 8148 788
8199 1769 -262
8851 2670 921
6055 6648 -950
3649 5060 -767
2589 151 -911
2274 3145 -360
519 916 253
7286 5060 257
8755 9348 871
366 836 133
4470 2331 -907
4869 9416 717
4333 5900 -790
9023 3388 -658
7279 8296 428
1781 548 -123
6245 9048 -289
8096 6373 621
102 5878 627
3217 254 -944
5130 3453 642
2184 6651 252
9177 5115 669
653 392 674
7339 3355 483
1143 6707 195
4376 6171 -167
4457 3647 -541
4562 5862 229
7021 3716 653
1807 6359 510
8513 820 180
2686 4032 -195
356 4826 -100
3275 1742 740
8446 2500 -43
8476 4036 -368
2750 350 -20
5207 205 883
7632 5615 480
4412 196 451
6080 2071 -898
5615 2600 -695
1740 1814 762
899 909 -285
2714 2290 348
638 3720 420
4123 7479 -471
7966 7500 -298
6191 336 982
6129 3287 -302
6276 4420 -701
6713 6395 376
3488 7170 533
6511 4858 -317
3979 8830 -65
5051 9144 810
4348 2438 608
7904 3112 -628
3481 1487 -673
6878 5342 251
4902 4114 185
3339 2506 145
1370 3713 -484
1452 1419 -738
1185 3421 263
5721 6813 609
6855 5283 663
3719 3442 705
4210 6928 -959
8860 5033 -744
4158 8848 747
6048 3112 -185
3438 4028 251
3208 1409 -764
6809 1068 41
5815 6622 492
4181 283 -310
7441 1579 -505
4132 6893 636
5440 6743 -699
4794 316 -155
1960 1918 -267
4578 759 318
7440 6106 -816
7334 613 -603
1751 3419 511
7394 2385 -398
4779 9155 -249
9251 7477 -490
7479 4754 -270
6159 8964 -83
5074 6985 735
5148 5974 732
8968 5664 863
2891 3054 968
7662 2628 319
6444 7590 -216
1718 2961 5
3273 2695 -105
6788 743 841
4916 1379 -634
1802 6813 -640
7235 8930 490
7752 7040 -453
3795 1937 -347
9212 1481 273
1102 6647 88
5842 136 -296
2857 4595 -796
5895 6796 729
8447 1748 756
6134 2592 -804
7424 5630 -419
9388 5984 942
368 1485 579
6809 4932 405
2250 6028 886
1731 3687 101
8172 80 268
5345 6703 123
6174 9013 -416
8496 1988 -154
4914 5354 852
3808 1980 615
7496 6052 522
3555 4375 693
1194 1789 102
8382 5110 928
6947 8623 519
6367 307 237
4203 4252 -759
5796 5968 162
7948 2064 -577
4349 9251 542
1377 4454 -268
1675 2897 -535
5974 2301 668
3279 2200 -909
2035 5543 -129
1969 3839 -218
328 2704 -235
9304 6645 -811
604 3202 290
6343 241 959
8060 7464 -512
6571 9036 396
8057 6203 446
3433 4106 -713
7562 5826 -249
3222 7751 -299
7219 7488 -226
1080 3701 -680
7392 1746 -78
4217 1952 -378
3714 8049 -180
6224 8548 853
7228 401 512
9210 9365 -204
7668 688 -886
777 3796 97
8237 5509 282
5497 5894 -705
6836 6862 -581
8050 1450 -42
2073 7671 373
9263 3890 497
9085 5979 -5
3988 8218 -396
463 2736 903
2253 8711 -906
5917 4227 45
5608 4499 246
6886 8018 407
6599 6899 -78
272 9269 -312
305 6559 -808
6024 284 985
4075 5534 463
7448 9126 -426
8219 860 149
4683 6681 -889
3259 3216 -588
6976 7831 -81
4634 4894 -774
8599 3868 -752
2666 1599 493
2242 8769 509
6087 4485 -310
1219 3034 -961
6408 5937 913
4859 8480 -539
5106 6198 45
3695 5183 410
753 3872 -490
3972 753 551
2846 9062 -926
3124 2644 -185
2031 4399 831
752 6197 190
2709 7625 740
2373 7279 747
4274 3224 505
591 6444 -418
7535 7652 629
6588 1911 621
5267 3056 629
4505 7353 -301
7028 302 2
32 4600 -810
4888 2905 -122
1194 2920 -23
8074 313 -513
837 5446 -547
1619 4224 466
9277 8706 -628
642 1667 -548
7244 4691 666
3473 3596 582
1404 8689 -656
6480 5112 -338
1009 7695 -347
3191 1713 -174
8950 8953 348
8800 6039 -12
229 8577 378
2508 8878 -771
2761 205 414
6333 6130 -19
4572 1264 -581
6316 5588 20
1141 1280 620
6363 5590 657
6596 9405 644
3039 5486 -95
9369 9173 451
5012 9024 472
7083 63 471
1083 3565 -86
7809 433 -457
5769 3514 -722
4021 6751 -186
2772 5790 881
9167 4961 -472
1152 2907 -956
5116 8094 156
1751 1509 -734
1984 5610 -889
5132 1439 -417
3325 6178 -537
1158 5660 327
8637 3287 519
684 1866 -821
6455 2952 296
2267 5385 566
8481 7760 -545
6447 549 423
9431 8609 781
1958 377 -960
8963 4620 300
9432 2342 198
5919 773 -34
4694 6274 39
4404 3968 -581
2302 3752 4
2682 7528 -278
2586 5982 831
8134 6473 -731
1443 4309 493
7578 2925 -21
8268 9194 567
9056 2537 570
5647 6671 -513
4164 5588 -622
2485 6974 -714
3399 119 844
6331 5914 454
4221 1727 653
7491 5456 190
4964 6420 292
216 2219 527
6037 3936 -343
2168 3097 129
6394 4938 -888
6491 4220 206
6564 7977 -211
8356 1888 283
107 8254 -556
2879 1352 875
2147 7665 -102
521 5539 -187
1726 859 578
7949 6400 -832
3313 3776 -881
3740 3007 -495
461 393 -636
5546 1960 -981
3614 9430 -342
1536 7342 -334
7628 6563 413
6044 6972 283
3993 7362 277
4898 5191 43
6740 835 -548
8092 709 185
5316 6931 558
3061 804 -25
1819 8852 -544
1241 7848 473
5082 4967 -802
1928 2241 746
8670 8715 905
8074 4967 779
1951 7915 -227
1193 1426 724
5887 6325 453
8815 1326 724
9051 8667 484
7585 2127 -391
8979 1600 584
5932 5658 -288
6447 5811 135
8636 4724 -928
7552 2280 241
4207 3992 -803
745 214 267
998 6767 767
7742 4770 712
6125 1395 999
3489 7540 765
3332 6255 865
7786 7014 -945
3756 9192 79
310 14 106
8313 3320 347
3605 6568 -961
2873 8871 -1000
5884 5647 706
5491 2387 174
7756 7853 867
3837 3707 665
165 4807 -490
7546 790 8
5542 2615 -96
6174 5851 -85
6094 1236 -849
1567 4013 51
2478 3852 964
2735 2403 -339
3146 7154 127
7601 3678 -583
1005 6211 951
7085 2112 -156
3720 6450 129
2404 9305 937
7786 1806 56
1606 6035 -836
2928 1441 136
1359 6602 251
1710 3792 -912
6690 5487 -558
5622 5382 697
7288 6570 -249
5355 8576 -201
5077 2816 -932
5411 5282 -838
627 1707 -697
8890 6371 668
483 4983 664
4339 2808 424
756 4971 720
3279 5446 -332
2822 5132 280
5862 6518 -405
6150 5025 -911
1139 752 545
4103 1659 321
2503 833 -704
1946 8870 150
6653 6911 -685
4128 7798 -626
7194 1844 -16
1434 7300 -967
4035 6055 -201
2008 424 -739
5400 6045 -684
6729 1786 -212
6677 2401 -201
4625 1178 540
486 2857 -561
9304 7608 597
7842 285 -403
9415 37 -429
5337 3467 710
5315 3686 -684
6803 6871 273
1182 8336 205
6079 677 693
1797 8464 -222
2194 7651 -715
1118 570 831
6834 6893 -259
6944 9211 -94
2726 3485 -86
9153 7131 -428
5997 8686 13
9182 4414 -385
117 176 797
924 4121 -813
1631 5766 -578
2329 4136 251
1554 4999 -210
6855 5220 917
390 341 787
3721 5054 142
6676 4704 461
8051 7024 -323
3629 4374 -851
5561 3915 604
9230 6383 -468
7793 1908 -288
6715 8663 -255
6734 1305 290
2199 553 119
3625 2540 775
8281 5580 656
8359 3108 724
6947 7552 -54
8324 4277 -266
1843 9123 498
2743 4576 -609
2932 3102 388
3095 244 74
8598 8790 -569
8670 1913 -937
5270 3482 -435
7890 5316 -882
5618 5624 -791
3602 5095 -453
8929 8885 341
1043 1885 114
6192 8678 362
5007 568 541
5872 1026 -191
775 5925 913
2461 2943 927
6806 1012 987
5614 433 -583
6203 5171 191
3640 2603 -693
744 602 -389
8160 4854 -524
7824 2056 36
126 7784 265
3145 6612 -397
2465 7009 914
4883 7593 206
6785 6745 742
9011 4169 418
4397 2366 778
6074 5140 -644
3949 3451 -351
5894 1106 -423
5832 8152 683
2915 2262 247
2406 1415 81
1725 5235 891
3564 2296 486
385 7252 113
2402 8683 913
8930 2228 501
7800 4868 -932
5081 6019 -220
7634 4882 -62
8378 4088 -611
5157 8043 -267
8869 5853 149
95 6663 -597
3537 1941 315
9033 3311 35
5624 4935 589
591 647 579
2065 2449 -950
6785 3723 663
8092 864 208
1933 6945 775
3784 359 694
1406 6074 -616
2357 2623 -477
2038 2610 -4
6704 7821 -296
6963 4325 10
5797 3152 -226
8366 4693 -344
9173 6508 -929
2424 1380 -495
5598 9279 846
134 9202 -256
6622 1021 166
2715 1871 712
441 145 181
4824 4520 -676
431 800 -424
1231 7698 796
5706 1297 -328
6272 7935 757
7492 353 252
8812 8332 -483
4975 5771 638
2511 7017 900
699 1600 853
3058 4846 52
6289 153 5
56 3364 42
7112 6088 -553
8582 5714 -403
8531 6317 694
6679 179 397
5443 3494 -285
3012 3178 578
3961 2466 -444
1143 3483 -880
6282 2685 -811
6803 119 123
4355 3527 -464
5155 4603 -655
7661 2243 34
3283 5674 718
7213 2903 785
2704 4541 -897
1694 2565 22
4863 7226 -736
8197 6408 596
8446 2267 336
1869 6826 -511
8425 1179 -405
3480 7627 352
6712 8912 -682
2567 8924 -450
5422 2499 -692
2216 2726 -662
7878 6177 -482
673 4752 223
2465 6649 685
4009 8477 -148
3829 7185 -339
9224 849 857
4758 8957 8
1386 4160 -467
992 637 937
3660 2515 -884
2538 1820 752
3924 3821 427
54 7675 -305
2263 4477 893
4844 1969 -631
4909 5570 872
8586 3034 -856
5619 931 487
9091 3300 -577
7231 3996 -807
2779 7670 406
6913 9401 518
3319 1457 -902
658 3294 -515
8145 6820 82
5978 1835 -625
4826 7592 470
1005 6230 301
3425 191 -36
1016 5909 718
4765 901 -824
9357 3365 -330
3517 283 21
4787 4382 -626
2220 1426 513
7923 6366 445
1320 2211 122
5714 6456 -315
5451 1315 -548
5764 3876 480
1749 5905 -425
1859 4557 -292
566 7971 -458
2977 1912 -541
3560 1999 840
8983 1416 -461
4165 1933 -955
2797 8179 -415
6843 7775 232
5738 9042 115
5268 4263 -402
1787 6113 -473
2683 586 -979
2774 6250 94
163 8483 -504
5036 8653 -726
3248 7999 528
6539 1639 -250
2775 3793 251
3363 4878 141
6516 59 -210
3063 538 884
165 7194 -679
9213 560 51
7110 5176 -166
848 2898 71
124 3990 394
745 5944 530
884 297 463
6980 4183 -225
6397 5620 235
3341 3345 795
9052 6797 -51
8778 5592 -723
5240 6153 -211
6335 1941 533
8606 6333 758
2007 9054 6
3917 396 -944
923 7272 -271
2089 5369 743
2707 1587 687
2321 6684 -551
1062 8968 59
5508 7036 -638
1584 1992 804
7036 2484 -592
3284 3517 877
7231 2301 566
509 6876 -554
7246 7980 -481
4887 6263 -517
9086 1758 -684
4051 334 -683
127 5193 496
8309 8514 -390
4989 6021 -982
4694 9241 -733
2337 7102 -341
3007 7245 -671
4124 7677 -108
4250 5832 963
9307 1086 -644
137 2618 590
3402 4448 55
799 374 -357
4933 1033 -506
161 5089 541
5209 8801 -358
9344 9035 476
8506 5523 97
6854 2200 -229
9106 6403 372
5025 8541 -424
8699 3463 703
7222 6177 957
7782 7330 -207
4586 4395 -731
4298 487 -361
7373 5306 85
4848 9089 391
4898 3661 -625
9085 1476 797
4656 3152 -195
7439 7052 -135
687 4114 735
8389 3238 -601
182 4241 -474
6809 2052 -409
2684 2512 -829
4033 7882 -323
2715 2621 167
9386 665 -930
150 7354 -943
8131 6994 344
4918 3608 -441
5571 7336 945
2739 3938 674
1170 3993 675
4512 1197 -425
141 6087 477
447 9351 894
8006 559 -85
9181 5065 -164
6832 162 137
1287 8895 -635
2402 2843 719
1514 8828 -162
5751 418 591
3781 8305 -143
5812 7735 -354
7851 7247 -18
6687 4856 37
7826 3660 -335
5596 6982 391
7505 8307 525
3550 5718 800
664 8073 -466
171 6181 -58
9385 3181 982
2912 5240 113
7055 3756 921
7868 9397 -105
7849 2413 745
2789 506 -511
6846 4897 -212
6537 6767 -728
3274 2588 157
867 6097 564
7919 3182 -838
8174 2908 -52
1846 4349 -930
1159 8407 -92
1034 7861 -464
8193 912 934
8071 5749 -240
5245 9309 866
9224 6645 -164
6106 8041 197
8904 4505 -490
8214 1148 -615
7042 1634 574
2689 8636 -263
3243 2353 845
1695 2148 113
5625 5273 908
591 4716 36
1252 5907 220
7124 4027 886
8547 5875 823
6111 3181 876
6210 4525 58
7593 3705 253
5172 7736 112
7129 1304 -547
6850 1127 288
4107 9233 -399
3004 6666 727
1925 3548 -732
8223 4572 878
8312 482 -157
1073 87 -428
165 3547 609
2196 701 748
9069 3361 653
5037 176 267
2150 1943 831
8681 8094 391
185 4806 285
9152 9014 -774
4518 6631 344
3534 4857 -442
7350 100 -693
5822 8620 479
8108 3911 -189
3213 1326 -489
3904 8891 414
8302 8354 60
3684 953 214
5899 4104 591
7675 5160 475
3495 7465 -646
8150 8904 -447
9298 4314 959
1759 6153 122
1777 8735 -361
7853 6791 41
3108 6264 17
3208 4006 -547
5451 1921 -422
6889 3129 -800
1646 5164 675
8083 4101 617
1610 6819 873
3522 3913 481
7315 5940 249
2854 7040 912
2961 8367 701
5369 6948 419
7556 8418 -119
7056 9173 846
6129 8529 772
3648 6205 660
8554 4133 293
6511 3251 329
2485 7268 -901
750 4837 -520
2585 2414 153
161 8874 -221
5062 9415 454
9105 7423 722
6665 6059 723
2578 1883 973
7397 2069 -821
3498 3412 -352
1608 4767 -696
3459 7442 919
8442 8124 -395
7827 3276 -77
3918 3003 60
3082 2841 823
8327 7988 -689
8089 5036 475
3459 2419 34
6711 7723 -416
7157 2978 -18
3393 5704 67
4458 5087 -438
3581 6536 223
8332 5861 27
5235 5858 678
8821 4550 498
942 3659 557
510 6503 -971
277 3766 -14
625 7979 195
4198 1003 -780
30 3971 -958
4637 3025 -872
2163 8758 966
8018 8260 431
257 4102 200
5553 4021 -252
2515 469 797
2253 355 -751
6507 9411 872
6012 2914 229
1226 8715 -203
5046 1871 843
4004 3223 511
2726 3226 453
6594 9117 -279
8720 6867 -733
7767 1206 -720
2987 1246 426
238 8717 13
8104 8971 402
5880 1951 465
6575 6618 219
90 5246 413
4610 211 -489
8118 811 446
1533 2162 -112
5830 4435 -226
2451 6668 98
8007 6570 -356
4255 7848 -284
8089 567 -420
4735 3966 -500
7424 1598 232
2393 9355 857
7830 8327 -67
2819 8868 815
262 6281 859
3645 8329 352
707 6183 -506
4619 871 60
5272 7789 721
7836 2609 -407
4392 1336 -771
8480 2376 407
8738 4920 -306
5409 1960 427
6591 2180 -564
6916 3030 -366
5123 4188 -940
9404 4474 790
2827 685 -169
651 6077 113
4490 8398 215
1996 2643 573
3213 7501 631
2252 3322 -692
1108 8761 -342
519 1176 -501
4882 4346 -344
7162 5581 -636
2594 1855 -819
1283 3474 690
1858 7423 637
7516 8898 -97
1330 7607 7
1899 4297 -366
8996 8908 -516
6852 5288 -963
750 6594 997
8248 7010 -635
2268 5371 -577
1424 4820 455
9039 7710 -624
1662 3954 -857
1814 5861 -799
3850 2893 451
7189 1383 312
9168 6691 -967
5096 7038 -58
7299 654 -420
684 6550 777
1789 7783 98
4028 8012 824
977 1986 -403
333 8559 -779
927 8620 496
5860 884 -288
6052 8415 -164
3786 7505 -460
1982 6227 -498
7772 1723 -557
4915 8500 -728
8361 2627 507
1152 1352 906
7923 3466 454
3415 8484 -13
8059 9182 799
6569 5582 608
3658 3497 657
5701 6986 26
5609 73 -332
4089 5419 -693
802 6963 589
491 5714 511
9329 4890 -800
2574 6956 134
7379 6901 -182
1891 8549 835
5518 5696 758
425 7760 -520
7415 9371 -285
4873 8603 -445
512 3236 176
7213 2664 927
1673 466 357
673 67 -930
8132 6797 -794
4230 7088 229
5500 6114 357
7604 3703 -864
3792 4525 -857
2352 9040 -563
4975 1149 886
8179 752 321
3228 6438 315
4804 4638 -642
1790 5648 142
5281 148 -776
3101 5184 442
6938 4785 520
4315 6941 -197
1803 3164 -394
7320 7109 989
4290 4160 203
6167 6384 727
4286 453 992
4254 8045 570
8892 5359 263
1538 4173 611
8340 9314 547
201 5237 24
2341 8685 -919
5644 1448 340
6272 7396 410
8576 1539 451
9204 1117 -401
4816 6884 -962
6238 3021 461
4946 942 887
7301 5601 -184
1991 7796 978
1146 487 -207
7417 7551 -621
5349 649 189
3733 6748 109
8691 9279 -379
8521 7989 -705
8870 6456 588
9075 5341 -747
9187 5924 -120
3087 307 563
4121 9233 300
3279 4531 364
3831 3436 437
1408 6900 -159
6668 5434 -51
7104 8737 -539
4112 2063 612
726 4978 -903
3452 8988 842
539 6220 -713
2835 9001 218
2453 7297 -537
8268 1789 574
394 2582 -27
6151 6992 762
4019 9095 -393
6200 787 -782
8300 2737 219
2524 8620 483
1434 7640 942
3193 1740 -447
2105 470 511
7454 2749 649
6376 4633 -355
1916 8647 -644
3642 8822 604
8899 1507 726
5088 2882 -813
883 6941 627
7668 7561 -24
7524 4367 -865
7488 428 -481
7640 6754 -199
132 1798 -526
2997 6826 -25
1148 8105 71
3338 5922 -130
2601 9336 -239
6918 4530 -793
200 6588 599
8342 3442 270
9162 214 -811
7708 6476 -514
6644 8960 975
8439 4941 68
4268 8373 168
8265 4755 977
6 8322 -67
3740 7696 442
1624 3022 -913
8368 1007 111
4763 7753 749
2389 6421 -631
8381 6311 992
5876 8777 -849
8709 764 482
4694 6577 -543
2821 1501 -261
5494 2113 253
295 4396 -452
4493 1022 -676
4193 323 -540
7518 7996 -411
5350 3008 -91
6087 7105 464
3947 148 -548
2503 8539 595
3922 1356 31
9069 2270 -621
2183 8953 542
2682 95 826
2603 1116 -76
8392 8737 -982
2698 8193 865
6377 2302 966
8237 3114 443
6653 1080 -798
3744 3164 458
9304 4463 820
5710 4133 -84
6351 8081 -118
7781 4407 686
4831 4307 864
8262 1881 -770
6636 347 -988
5381 3510 598
4683 5007 248
5659 4410 224
3125 5517 716
3115 1543 747
6798 753 -448
1672 5501 -958
9236 4548 944
9135 650 -870
5384 3596 -327
8702 6690 -344
2250 7019 966
4705 2370 928
8328 5735 -489
1229 3207 -921
8166 1856 12
4329 5819 -323
4328 8983 145
5983 427 804
5260 417 -813
4209 7177 854
4251 2591 -551
6754 7303 -117
4771 6298 123
8975 6463 -730
368 156 -402
7565 171 945
8339 5176 599
1747 112 -166
2684 7468 368
6562 5315 -82
5678 25 612
6828 7669 747
5658 1345 616
7511 8230 284
8491 5591 -87
9153 3629 -340
7933 253 614
2104 344 43
371 6398 916
6794 8928 276
1815 7061 -111
9317 3219 -88
4647 2830 528
529 6004 -514
1281 7464 398
561 8083 -527
837 3727 602
7146 7653 -407
1914 4622 -627
7498 9228 575
4913 5612 706
8963 6569 924
4888 9049 -446
1971 1111 -725
1296 902 952
418 6536 -272
7898 4097 -789
9039 5263 954
3434 93 448
4448 1672 -688
3502 8579 -158
3673 4859 -760
2365 8654 -315
5833 5737 -411
3147 8382 999
228 5678 -691
1728 9316 937
769 6838 -27
1078 3124 -415
176 6470 240
1299 2926 -548
4509 2576 48
1811 3569 -851
8074 8409 -354
4211 8730 260
8244 2259 771
5573 4655 -237
5939 7643 848
825 4528 5
4502 8573 234
6353 8167 305
1113 172 -369
3590 2599 762
4389 128 401
341 2962 -489
1523 7696 -921
7289 9050 932
9121 5622 -604
7043 1757 132
1568 30 -897
5074 1630 903
2080 160 1000
2765 833 859
7495 1035 -468
1001 3554 -649
8797 6496 -47
1520 4779 639
5940 1223 -858
2490 9331 954
2370 345 -513
4230 6970 875
5098 6236 -277
2982 2835 246
8200 2943 -362
7490 6010 -850
7320 9052 188
9218 4684 627
7197 5993 882
1287 4899 -924
3685 8380 -660
7602 8442 966
9282 3107 -743
5462 1708 -695
3901 343 52
8972 452 -698
4750 887 -254
2113 4254 506
5728 9098 669
514 5417 749
9025 1937 379
1002 1987 -767
7227 4967 -914
3556 44 671
7308 7550 -477
7086 2129 939
3676 8909 181
5913 8471 98
6877 3054 -664
3599 3336 -838
6583 2546 -166
3689 534 810
5901 7649 -463
268 2624 -953
8405 9249 998
5871 1527 279
8491 8181 -276
4901 954 -238
9143 6750 -508
119 350 306
8450 2955 -774
432 6238 -90
7730 4975 -575
8270 4108 318
3657 8331 150
4316 9331 508
1504 7819 -741
1265 4322 835
4186 8087 -340
6297 7408 573
9280 5533 -990
7721 7555 -757
6266 4439 -733
1431 2 -634
1424 9039 18
4241 6566 -505
308 9156 438
5000 3820 -670
9310 5680 811
76 8445 584
3072 3683 -548
108 7074 -915
3857 3712 -561
2382 4244 182
139 1757 -178
2819 3563 696
4327 9422 482
179 173 -303
4547 5512 841
4092 973 -892
5417 302 807
7355 3845 962
6449 6813 140
1662 2342 240
7463 7417 -130
2456 1591 -716
377 3265 305
7036 2749 787
6769 7432 -934
3369 6101 -152
3021 7154 -258
2706 297 927
4963 4362 941
8599 9296 -874
9352 8094 -660
1357 8249 106
6287 1357 -422
5209 86 567
1125 3041 963
4705 448 -86
38 4655 186
4407 3136 41
4860 6792 -667
6426 2001 -382
1847 7945 -800
8248 7667 -472
5849 5597 268
8192 8989 -309
7771 8560 -842
3978 367 -675
724 4012 404
2699 7759 767
468 7423 -958
8286 4168 658
3066 584 982
9350 5352 68
5976 4691 -608
7071 7450 -608
9037 8618 -357
5881 4012 -226
8117 6889 605
1515 8954 805
851 6027 -329
5747 4102 -356
509 6690 -600
5 1011 785
4815 2567 552
4673 8804 896
2527 807 16
7530 8753 -967
1127 8527 376
9312 2274 999
6646 8384 748
2929 944 811
8516 43 230
6145 8141 -470
5272 1631 -808
6025 2286 667
5132 7493 390
3864 8128 5
3308 5466 -38
7362 1745 -397
8206 5052 -954
2457 8771 525
1135 5792 389
4684 2266 317
3080 890 -644
4940 9109 473
5504 6470 635
6146 8597 -553
8720 5892 -67
1909 5353 230
3590 9254 -879
4959 8266 -690
5652 1875 520
5640 2245 -873
7718 4375 282
3992 3636 392
7911 756 -63
6989 5300 367
7054 7073 139
936 930 -834
6292 2234 964
2476 4468 111
4372 4164 462
4520 8237 -93
1559 3544 441
9238 5638 -976
4295 9199 -236
4394 5635 -521
3462 8570 420
8588 284 118
5505 1035 -353
9292 1088 145
8367 1834 -742
8797 1579 755
8811 234 364
783 1851 -23
2994 5600 -405
5841 17 295
698 7456 -195
7295 7678 190
2565 2031 -772
5395 555 -996
620 2315 862
8270 5076 231
745 2161 -330
8876 234 -311
2430 8018 161
5467 210 -32
6862 4778 -842
2606 8517 -592
4647 2830 923
6162 123 554
1154 9242 -132
5159 548 -390
6527 992 132
1456 9159 594
6226 8549 727
1491 8823 -324
9376 2804 251
4783 3172 421
5456 136 -91
5664 1435 -108
6631 319 444
421 4840 -806
3246 2009 71
2641 6310 66
7593 4431 554
9347 1517 -924
5453 6776 746
2183 2330 361
2610 3422 -122
6462 926 -120
1230 4018 231
882 3014 -312
626 1412 -556
5895 5888 -493
5971 8853 359
8934 8634 820
3338 7463 -105
8200 5231 207
6376 4201 270
7404 5806 -196
6768 5077 -667
5864 9366 743
6270 8156 -470
1249 9304 -153
8898 8324 24
4492 6081 -313
3558 7437 -172
6150 7666 -409
4626 3964 -362
6015 2636 637
7336 435 -723
4268 1660 377
7485 4751 834
5380 6965 -400
2963 8937 -743
7156 1580 412
4231 4590 133
7783 3152 -719
689 612 103
9145 7266 461
4090 2400 -213
6853 4288 -731
6710 4050 330
6263 3015 304
7718 3876 -509
996 2464 41
4633 6054 566
8870 7889 -347
5277 332 -943
4789 932 -691
1035 4640 -1000
2221 12 506
9105 1647 -199
2333 1181 592
8306 2788 589
598 960 162
5182 1346 776
8559 2084 62
1462 4990 -690
6438 3964 277
8053 8502 459
9331 3273 277
7478 4668 962
3985 8034 -265
5202 4591 781
5870 8542 825
5767 321 -178
1417 3233 -583
4407 6652 890
9178 6952 692
8036 2234 -374
730 423 -485
3298 5372 870
8460 8048 -424
3934 2924 -421
5645 1987 962
443 5655 -194
3574 8465 -777
755 4580 768
4193 5952 -456
4562 7708 -810
6467 4393 -291
796 1359 -607
5704 5506 -621
8896 5746 786
438 4024 -605
8211 2557 -422
2824 1974 775
3466 1075 -838
5170 9135 395
4895 8613 79
1840 2149 -270
4501 3153 -624
8479 9389 757
2418 2788 851
7667 7624 -698
1099 3197 -453
7470 4075 903
2738 4277 -240
7103 1247 -604
5547 5091 261
1089 8719 -714
3287 5230 696
399 5283 997
3202 4525 437
2247 6631 677
2338 1663 -527
4226 978 -497
503 588 -295
2463 4635 357
5698 391 794
7237 7653 742
2213 6700 -953
1010 260 -933
781 4925 344
